Date,Close,High,Low,Open,Volume,Day_Return,Volatility,DayOfWeek,Target_Close
2007-09-17,4494.64990234375,4549.0498046875,4482.85009765625,4518.4501953125,0,-0.005267357598284637,66.19970703125,0,4546.2001953125
2007-09-18,4546.2001953125,4551.7998046875,4481.5498046875,4494.10009765625,0,0.011592998937300283,70.25,1,4732.35009765625
2007-09-19,4732.35009765625,4739.0,4550.25,4550.25,0,0.040019800594747544,188.75,2,4747.5498046875
2007-09-20,4747.5498046875,4760.85009765625,4721.14990234375,4734.85009765625,0,0.0026821772113833874,39.7001953125,3,4837.5498046875
2007-09-21,4837.5498046875,4855.7001953125,4733.7001953125,4752.9501953125,0,0.017799388989692053,122.0,4,4932.2001953125
2007-09-24,4932.2001953125,4941.14990234375,4837.14990234375,4837.14990234375,0,0.019650061479941975,104.0,0,4938.85009765625
2007-09-25,4938.85009765625,4953.89990234375,4878.14990234375,4939.10009765625,0,-5.0616508079808394e-05,75.75,1,4940.5
2007-09-26,4940.5,4980.85009765625,4930.35009765625,4937.60009765625,0,0.0005873100871669433,50.5,2,5000.5498046875
2007-09-27,5000.5498046875,5016.39990234375,4942.7001953125,4942.7001953125,0,0.011704049828849166,73.69970703125,3,5021.35009765625
2007-09-28,5021.35009765625,5055.7998046875,4996.4501953125,4996.4501953125,0,0.004983518572267615,59.349609375,4,5068.9501953125
2007-10-01,5068.9501953125,5089.2998046875,5001.35009765625,5021.5,0,0.009449406614059543,87.94970703125,0,5210.7998046875
2007-10-03,5210.7998046875,5261.35009765625,5034.14990234375,5069.0,0,0.027973920830045376,227.2001953125,2,5208.64990234375
2007-10-04,5208.64990234375,5233.10009765625,5126.0498046875,5211.64990234375,0,-0.000575633447413814,107.05029296875,3,5185.85009765625
2007-10-05,5185.85009765625,5248.5498046875,5164.5,5208.14990234375,0,-0.004281713296590164,84.0498046875,4,5085.10009765625
2007-10-08,5085.10009765625,5249.2998046875,5024.75,5186.25,0,-0.019503475988189925,224.5498046875,0,5327.25
2007-10-09,5327.25,5348.7001953125,5000.9501953125,5062.64990234375,0,0.0522651383682987,347.75,1,5441.4501953125
2007-10-10,5441.4501953125,5454.7001953125,5328.14990234375,5328.14990234375,0,0.021264471729466806,126.55029296875,2,5524.85009765625
2007-10-11,5524.85009765625,5532.75,5424.25,5438.89990234375,0,0.015802863971712742,108.5,3,5428.25
2007-10-12,5428.25,5549.2998046875,5402.60009765625,5525.2998046875,0,-0.017564622394818437,146.69970703125,4,5670.39990234375
2007-10-15,5670.39990234375,5682.64990234375,5419.89990234375,5428.35009765625,0,0.04458993991415691,262.75,0,5668.0498046875
2007-10-16,5668.0498046875,5708.35009765625,5578.4501953125,5670.64990234375,0,-0.00045851845926431597,129.89990234375,1,5559.2998046875
2007-10-17,5559.2998046875,5658.89990234375,5107.2998046875,5658.89990234375,0,-0.017600611315813974,551.60009765625,2,5351.0
2007-10-18,5351.0,5736.7998046875,5269.64990234375,5551.10009765625,0,-0.03604692657960446,467.14990234375,3,5215.2998046875
2007-10-19,5215.2998046875,5390.85009765625,5101.75,5360.35009765625,0,-0.027059854361410375,289.10009765625,4,5184.0
2007-10-22,5184.0,5247.39990234375,5070.89990234375,5202.75,0,-0.00360386334150209,176.5,0,5473.7001953125
2007-10-23,5473.7001953125,5488.5,5176.85009765625,5185.2998046875,0,0.0556188458696808,311.64990234375,1,5496.14990234375
2007-10-24,5496.14990234375,5577.89990234375,5419.39990234375,5477.60009765625,0,0.003386483926681152,158.5,2,5568.9501953125
2007-10-25,5568.9501953125,5605.9501953125,5469.2998046875,5499.0498046875,0,0.012711357981412626,136.650390625,3,5702.2998046875
2007-10-26,5702.2998046875,5716.89990234375,5513.35009765625,5564.25,0,0.024810136979377274,203.5498046875,4,5905.89990234375
2007-10-29,5905.89990234375,5922.5,5708.89990234375,5708.89990234375,0,0.03450752393103319,213.60009765625,0,5868.75
2007-10-30,5868.75,5976.0,5833.89990234375,5917.5498046875,0,-0.008246623399577296,142.10009765625,1,5900.64990234375
2007-10-31,5900.64990234375,5952.25,5861.2998046875,5868.89990234375,0,0.005409872468146988,90.9501953125,2,5866.4501953125
2007-11-01,5866.4501953125,6011.9501953125,5837.2001953125,5903.7998046875,0,-0.006326367866563692,174.75,3,5932.39990234375
2007-11-02,5932.39990234375,5944.75,5714.25,5854.85009765625,0,0.013245395423282296,230.5,4,5847.2998046875
2007-11-05,5847.2998046875,5948.5498046875,5819.60009765625,5931.89990234375,0,-0.014261888947725449,128.94970703125,0,5786.5
2007-11-06,5786.5,5957.2001953125,5759.9501953125,5847.10009765625,0,-0.0103641286525163,197.25,1,5782.35009765625
2007-11-07,5782.35009765625,5861.35009765625,5744.2998046875,5782.39990234375,0,-8.613151691534327e-06,117.05029296875,2,5698.75
2007-11-08,5698.75,5780.7998046875,5646.75,5779.2998046875,0,-0.013937640788624136,134.0498046875,3,5617.10009765625
2007-11-12,5617.10009765625,5660.60009765625,5477.5,5660.60009765625,0,-0.0076846976026465836,183.10009765625,0,5695.39990234375
2007-11-13,5695.39990234375,5758.85009765625,5591.60009765625,5612.35009765625,0,0.014797687821039903,167.25,1,5937.89990234375
2007-11-14,5937.89990234375,5950.2001953125,5700.0498046875,5703.9501953125,0,0.04101538390421249,250.150390625,2,5912.10009765625
2007-11-15,5912.10009765625,5966.9501953125,5895.64990234375,5942.7001953125,0,-0.005149190881341588,71.30029296875,3,5906.85009765625
2007-11-16,5906.85009765625,5948.0498046875,5817.39990234375,5913.14990234375,0,-0.0010653889706065112,130.64990234375,4,5907.64990234375
2007-11-19,5907.64990234375,5981.7998046875,5893.7998046875,5908.0498046875,0,-6.768770693718829e-05,88.0,0,5780.89990234375
2007-11-20,5780.89990234375,5923.7001953125,5755.7998046875,5911.25,0,-0.022051190130048637,167.900390625,1,5561.0498046875
2007-11-21,5561.0498046875,5790.0498046875,5530.85009765625,5778.7998046875,0,-0.037680834664556316,259.19970703125,2,5519.35009765625
2007-11-22,5519.35009765625,5608.64990234375,5394.35009765625,5564.64990234375,0,-0.00814063876119509,214.2998046875,3,5608.60009765625
2007-11-23,5608.60009765625,5638.60009765625,5514.75,5524.2998046875,0,0.015259905499194521,123.85009765625,4,5731.7001953125
2007-11-26,5731.7001953125,5772.5498046875,5608.9501953125,5611.2998046875,0,0.021456773798545103,163.599609375,0,5698.14990234375
2007-11-27,5698.14990234375,5743.5498046875,5655.60009765625,5729.25,0,-0.005428301724702186,87.94970703125,1,5617.5498046875
2007-11-28,5617.5498046875,5749.9501953125,5595.5,5699.5498046875,0,-0.014387101229041013,154.4501953125,2,5634.60009765625
2007-11-29,5634.60009765625,5725.0,5612.10009765625,5617.7998046875,0,0.0029905467536831434,112.89990234375,3,5762.75
2007-11-30,5762.75,5782.5498046875,5632.64990234375,5633.89990234375,0,0.02287049821432704,149.89990234375,4,5865.0
2007-12-03,5865.0,5878.7998046875,5754.60009765625,5765.4501953125,0,0.017266614282512967,124.19970703125,0,5858.35009765625
2007-12-04,5858.35009765625,5897.25,5840.2998046875,5870.2001953125,0,-0.002018687142171505,56.9501953125,1,5940.0
2007-12-05,5940.0,5949.2998046875,5859.9501953125,5861.89990234375,0,0.013323342083173992,89.349609375,2,5954.7001953125
2007-12-06,5954.7001953125,6027.0498046875,5919.7998046875,5941.0498046875,0,0.0022976394869185937,107.25,3,5974.2998046875
2007-12-07,5974.2998046875,6042.10009765625,5894.7998046875,5963.60009765625,0,0.0017941691018911687,147.30029296875,4,5960.60009765625
2007-12-10,5960.60009765625,6015.2998046875,5923.35009765625,5974.0,0,-0.0022430368837880817,91.94970703125,0,6097.25
2007-12-11,6097.25,6111.2001953125,5960.39990234375,5960.39990234375,0,0.022959885225559744,150.80029296875,1,6159.2998046875
2007-12-12,6159.2998046875,6175.64990234375,6005.4501953125,6067.0498046875,0,0.015205083684779738,170.19970703125,2,6058.10009765625
2007-12-13,6058.10009765625,6185.39990234375,6040.39990234375,6159.25,0,-0.0164224381773349,145.0,3,6047.7001953125
2007-12-14,6047.7001953125,6078.5498046875,6015.0498046875,6056.2001953125,0,-0.0014035203140376703,63.5,4,5777.0
2007-12-17,5777.0,6039.9501953125,5740.60009765625,6037.9501953125,0,-0.04321834180001782,299.35009765625,0,5742.2998046875
2007-12-18,5742.2998046875,5874.60009765625,5710.60009765625,5777.60009765625,0,-0.006109853982983345,164.0,1,5751.14990234375
2007-12-19,5751.14990234375,5840.7998046875,5676.7001953125,5730.25,0,0.003647293284542559,164.099609375,2,5766.5
2007-12-20,5766.5,5799.5,5742.75,5751.75,0,0.0025644369105054985,56.75,3,5985.10009765625
2007-12-24,5985.10009765625,6001.0498046875,5771.2998046875,5771.2998046875,0,0.03704543174054128,229.75,0,6070.75
2007-12-26,6070.75,6085.25,5988.4501953125,5988.4501953125,0,0.013743089113761141,96.7998046875,2,6081.5
2007-12-27,6081.5,6110.85009765625,6060.2001953125,6069.0,0,0.0020596473883671114,50.64990234375,3,6079.7001953125
2007-12-28,6079.7001953125,6098.60009765625,6021.89990234375,6079.5498046875,0,2.4737131832367702e-05,76.7001953125,4,6138.60009765625
2007-12-31,6138.60009765625,6167.75,6095.0,6095.0,0,0.00715342045221493,72.75,0,6144.35009765625
2008-01-01,6144.35009765625,6165.35009765625,6109.85009765625,6136.75,0,0.0012384564559824011,55.5,1,6179.39990234375
2008-01-02,6179.39990234375,6197.0,6060.85009765625,6144.7001953125,0,0.005647095208602815,136.14990234375,2,6178.5498046875
2008-01-03,6178.5498046875,6230.14990234375,6126.39990234375,6184.25,0,-0.0009217278267372762,103.75,3,6274.2998046875
2008-01-04,6274.2998046875,6300.0498046875,6179.10009765625,6179.10009765625,0,0.015406726793009798,120.94970703125,4,6279.10009765625
2008-01-07,6279.10009765625,6289.7998046875,6193.35009765625,6271.0,0,0.0012916755950007973,96.44970703125,0,6287.85009765625
2008-01-08,6287.85009765625,6357.10009765625,6221.60009765625,6282.4501953125,0,0.0008595217114142835,135.5,1,6272.0
2008-01-09,6272.0,6338.2998046875,6231.25,6287.5498046875,0,-0.0024731103801209327,107.0498046875,2,6156.9501953125
2008-01-10,6156.9501953125,6347.0,6142.89990234375,6278.10009765625,0,-0.019297223755476257,204.10009765625,3,6200.10009765625
2008-01-11,6200.10009765625,6224.2001953125,6112.5498046875,6166.64990234375,0,0.005424370742984231,111.650390625,4,6206.7998046875
2008-01-14,6206.7998046875,6244.14990234375,6172.0,6208.7998046875,0,-0.00032212344783448267,72.14990234375,0,6074.25
2008-01-15,6074.25,6260.4501953125,6053.2998046875,6226.35009765625,0,-0.024428452507594164,207.150390625,1,5935.75
2008-01-16,5935.75,6065.0,5825.75,6065.0,0,-0.021310799670239078,239.25,2,5913.2001953125
2008-01-17,5913.2001953125,6013.14990234375,5880.2998046875,5937.9501953125,0,-0.0041681050170373594,132.85009765625,3,5705.2998046875
2008-01-18,5705.2998046875,5908.75,5677.0,5907.75,0,-0.034268578614954935,231.75,4,5208.7998046875
2008-01-21,5208.7998046875,5705.0,4977.10009765625,5705.0,0,-0.08697637078220859,727.89990234375,0,4899.2998046875
2008-01-22,4899.2998046875,5203.35009765625,4448.5,5203.35009765625,0,-0.05843356438877785,754.85009765625,1,5203.39990234375
2008-01-23,5203.39990234375,5328.0498046875,4891.60009765625,4903.0498046875,0,0.06125781087703902,436.44970703125,2,5033.4501953125
2008-01-24,5033.4501953125,5357.2001953125,4995.7998046875,5208.0,0,-0.03351570750528034,361.400390625,3,5383.35009765625
2008-01-25,5383.35009765625,5399.25,5035.0498046875,5035.0498046875,0,0.06917514353969081,364.2001953125,4,5274.10009765625
2008-01-28,5274.10009765625,5380.9501953125,5071.0,5380.9501953125,0,-0.019857105860100727,309.9501953125,0,5280.7998046875
2008-01-29,5280.7998046875,5391.60009765625,5225.25,5279.5498046875,0,0.00023676261163218412,166.35009765625,1,5167.60009765625
2008-01-30,5167.60009765625,5314.2998046875,5142.25,5283.75,0,-0.02198247501182872,172.0498046875,2,5137.4501953125
2008-01-31,5137.4501953125,5251.64990234375,5071.14990234375,5172.25,0,-0.006728175298467785,180.5,3,5317.25
2008-02-01,5317.25,5339.9501953125,5090.75,5140.60009765625,0,0.034363673304268476,249.2001953125,4,5463.5
2008-02-04,5463.5,5545.2001953125,5315.5498046875,5315.5498046875,0,0.027833469866471876,229.650390625,0,5483.89990234375
2008-02-05,5483.89990234375,5500.60009765625,5412.9501953125,5463.75,0,0.003687925388927019,87.64990234375,1,5322.5498046875
2008-02-06,5322.5498046875,5470.39990234375,5257.0498046875,5470.39990234375,0,-0.027027292390983112,213.35009765625,2,5133.25
